"id","system_id","version","modified_user_id","modified_user_name","modified_datetime","operation_type","effective_start_datetime","effective_end_datetime","entity_status","owner_id","Name","Description","IsBaseEligible","BlendRecipeId","BaseBlendTypeId","IsThixotropic","IsAdditiveEligible","AdditiveTypeDescription","ProductId","AdditiveTypeSystemId","BlendPrimaryCategoryName","BagSize","Density","ProductName","BlendPrimaryCategoryDescription","BlendPrimaryCategoryId","SpecificGravity","AdditiveTypeId","BlendRecipeSystemId","BlendRecipeDescription","BaseBlendTypeName","BlendPrimaryCategorySystemId","BaseBlendTypeSystemId","ProductDescription","BaseBlendTypeDescription","BlendRecipeName","Yield","ProductSystemId","MixWater","AdditiveTypeName","AERCode"
367,357,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,WWS-3L,"",0,,,0,1,WWS-3L,367,170,,,,WWS-3L,,,1.06,192,,,,,,WWS-3L,,,,355,,WWS-3L,""
368,358,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,WWS-4L,"",0,,,0,1,WWS-4L,368,220,,,,WWS-4L,,,1.06,247,,,,,,WWS-4L,,,,356,,WWS-4L,""
369,359,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO ED,"",1,202,275,1,0,,372,,Cementing Blend,,1700.00,SURFACEmix PRO ED,,1,3.08,,200,,,1,,SURFACEmix PRO ED,,SURFACEmix PRO ED,0.96,360,,,"3"
370,360,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO ED + Additives,"",0,203,,0,0,,373,,,,,SURFACEmix PRO ED + Additives,,,,,201,,,,,SURFACEmix PRO ED + Additives,,SURFACEmix PRO ED + Additives,,361,,,""
371,361,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO RD,"",1,204,276,1,0,,374,,Cementing Blend,,1700.00,SURFACEmix PRO RD,,1,3.03,,202,,,1,,SURFACEmix PRO RD,,SURFACEmix PRO RD,0.96,362,,,"3"
372,362,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO RD + Additives,"",0,205,,0,0,,375,,,,,SURFACEmix PRO RD + Additives,,,,,203,,,,,SURFACEmix PRO RD + Additives,,SURFACEmix PRO RD + Additives,,363,,,""
373,363,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO GP,"",1,206,277,1,0,,376,,Cementing Blend,,1700.00,SURFACEmix PRO GP,,1,3.03,,204,,,1,,SURFACEmix PRO GP,,SURFACEmix PRO GP,0.96,364,,,"3"
374,364,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO GP + Additives,"",0,207,,0,0,,377,,,,,SURFACEmix PRO GP + Additives,,,,,205,,,,,SURFACEmix PRO GP + Additives,,SURFACEmix PRO GP + Additives,,365,,,""
375,365,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO FJ,"",1,208,278,1,0,,378,,Cementing Blend,,1700.00,SURFACEmix PRO FJ,,1,3.14,,206,,,1,,SURFACEmix PRO FJ,,SURFACEmix PRO FJ,0.97,366,,,"3"
376,366,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix PRO FJ + Additives,"",0,209,,0,0,,379,,,,,SURFACEmix PRO FJ + Additives,,,,,207,,,,,SURFACEmix PRO FJ + Additives,,SURFACEmix PRO FJ + Additives,,367,,,""
377,367,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO ED,"",1,210,279,1,0,,380,,Cementing Blend,,1550.00,SURFACEmix LW PRO ED,,1,2.79,,208,,,1,,SURFACEmix LW PRO ED,,SURFACEmix LW PRO ED,1.17,368,,,"3"
378,368,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO ED + Additives,"",0,211,,0,0,,381,,,,,SURFACEmix LW PRO ED + Additives,,,,,209,,,,,SURFACEmix LW PRO ED + Additives,,SURFACEmix LW PRO ED + Additives,,369,,,""
379,369,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO GP,"",1,212,280,1,0,,382,,Cementing Blend,,1550.00,SURFACEmix LW PRO GP,,1,2.79,,210,,,1,,SURFACEmix LW PRO GP,,SURFACEmix LW PRO GP,1.17,370,,,"3"
380,370,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO GP + Additives,"",0,213,,0,0,,383,,,,,SURFACEmix LW PRO GP + Additives,,,,,211,,,,,SURFACEmix LW PRO GP + Additives,,SURFACEmix LW PRO GP + Additives,,371,,,""
381,371,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO RD,"",1,214,281,1,0,,384,,Cementing Blend,,1550.00,SURFACEmix LW PRO RD,,1,2.79,,212,,,1,,SURFACEmix LW PRO RD,,SURFACEmix LW PRO RD,1.17,372,,,"3"
382,372,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO RD + Additives,"",0,215,,0,0,,385,,,,,SURFACEmix LW PRO RD + Additives,,,,,213,,,,,SURFACEmix LW PRO RD + Additives,,SURFACEmix LW PRO RD + Additives,,373,,,""
383,373,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Fresh Water + Additives,"",0,222,,0,0,,386,,,,,Fresh Water + Additives,,,,,220,,,,,Fresh Water + Additives,,Fresh Water + Additives,,374,,,""
384,374,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Base Oil + Additives,"",0,223,,0,0,,387,,,,,Base Oil + Additives,,,,,221,,,,,Base Oil + Additives,,Base Oil + Additives,,375,,,""
385,375,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,WELLBLOCK 'T' + Additives,"",0,224,,0,0,,388,,,,,WELLBLOCK 'T' + Additives,,,,,222,,,,,WELLBLOCK 'T' + Additives,,WELLBLOCK 'T' + Additives,,376,,,""
386,376,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,BORAjel + Additives,"",0,225,,0,0,,389,,,,,BORAjel + Additives,,,,,223,,,,,BORAjel + Additives,,BORAjel + Additives,,377,,,""
387,377,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,One Part Spacer + Additives,"",0,226,,0,0,,390,,,,,One Part Spacer + Additives,,,,,224,,,,,One Part Spacer + Additives,,One Part Spacer + Additives,,378,,,""
388,378,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,RP-20 + Additives,"",0,227,,0,0,,391,,,,,RP-20 + Additives,,,,,225,,,,,RP-20 + Additives,,RP-20 + Additives,,379,,,""
389,379,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Wellseal + Additives,"",0,228,,0,0,,392,,,,,Wellseal + Additives,,,,,226,,,,,Wellseal + Additives,,Wellseal + Additives,,380,,,""
390,380,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Wellseal G + Additives,"",0,229,,0,0,,393,,,,,Wellseal G + Additives,,,,,227,,,,,Wellseal G + Additives,,Wellseal G + Additives,,381,,,""
391,381,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Indicator Dye + Additives,"",0,230,,0,0,,394,,,,,Indicator Dye + Additives,,,,,228,,,,,Indicator Dye + Additives,,Indicator Dye + Additives,,382,,,""
392,382,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Mud Flush + Additives,"",0,231,,0,0,,395,,,,,Mud Flush + Additives,,,,,229,,,,,Mud Flush + Additives,,Mud Flush + Additives,,383,,,""
393,383,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Invert Spacer + Additives,"",0,232,,0,0,,396,,,,,Invert Spacer + Additives,,,,,230,,,,,Invert Spacer + Additives,,Invert Spacer + Additives,,384,,,""
394,384,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Water Wet Max + Additives,"",0,233,,0,0,,397,,,,,Water Wet Max + Additives,,,,,231,,,,,Water Wet Max + Additives,,Water Wet Max + Additives,,385,,,""
395,385,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Visweep + Additives,"",0,234,,0,0,,398,,,,,Visweep + Additives,,,,,232,,,,,Visweep + Additives,,Visweep + Additives,,386,,,""
396,386,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Sanjel Blended Acid Systems (S-BAS),"",0,,,0,1,,399,,,,,Sanjel Blended Acid Systems (S-BAS),,,,271,,,,,,Sanjel Blended Acid Systems (S-BAS),,,,387,,,""
397,387,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Sanjel Blended Solvent (Bsolv),"",0,,,0,1,,400,,,,,Sanjel Blended Solvent (Bsolv),,,,272,,,,,,Sanjel Blended Solvent (Bsolv),,,,388,,,""
398,388,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,HCL 15%,"",1,,66,0,0,,401,,Acid,,,HCL 15%,,4,,,,,"15% HCl",4,39,HCL Blend - 15%,"15% HCl",,,389,,,""
399,389,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,HCL 15% + Additives,"",0,235,,0,0,,401,,,,,HCL 15%,,,,,233,,,,,HCL Blend - 15%,,HCL 15% + Additives,,389,,,""
400,390,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO LLD,"",1,236,284,1,0,,402,,Cementing Blend,,1550.00,SURFACEmix LW PRO LLD,,1,2.07,,234,,,1,,SURFACEmix LW PRO LLD,,SURFACEmix LW PRO LLD,1.15,390,,,"3"
401,391,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SURFACEmix LW PRO LLD + Additives,"",0,237,,0,0,,403,,,,,SURFACEmix LW PRO LLD + Additives,,,,,235,,,,,SURFACEmix LW PRO LLD + Additives,,SURFACEmix LW PRO LLD + Additives,,391,,,""
402,392,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Scavenger,"",1,,247,0,0,,404,,Preflush/Spacer/Displacement,,,Scavenger,,2,1.00,,,,,2,,Scavenger,,,,392,,,""
403,393,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160 C,"",1,238,285,1,0,,405,,Cementing Blend,,1160.00,SUPERLITEmix 1160 C,,1,1.59,,236,,,1,,SUPERLITEmix 1160 C,,SUPERLITEmix 1160 C,1.86,393,,,"42"
404,394,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,SUPERLITEmix 1160 C + Additives,"",0,239,,0,0,,406,,,,,SUPERLITEmix 1160 C + Additives,,,,,237,,,,,SUPERLITEmix 1160 C + Additives,,SUPERLITEmix 1160 C + Additives,,394,,,""
405,395,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,CDM-4X,"",0,,,0,1,,407,,,,,CDM-4X,,,1.00,274,,,,,,CDM-4X,,,,395,,,""
406,396,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,PRODUCTIONmix HZ,"",1,240,286,0,0,,408,,Cementing Blend,,1464.00,PRODUCTIONmix HZ,,1,2.47,,238,,,1,,PRODUCTIONmix HZ,,PRODUCTIONmix HZ,1.21,396,,,"4"
407,397,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,PRODUCTIONmix HZ + Additives,"",0,241,,0,0,,409,,,,,PRODUCTIONmix HZ + Additives,,,,,239,,,,,PRODUCTIONmix HZ + Additives,,PRODUCTIONmix HZ + Additives,,397,,,""
408,398,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Ciment Fondue EC,"",1,242,287,1,0,,410,,Cementing Blend,,1160.00,Ciment Fondue EC,,1,1.59,,240,,,1,,Ciment Fondue EC,,Ciment Fondue EC,1.86,398,,,"42"
409,399,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,Ciment Fondue EC + Additives,"",0,243,,0,0,,411,,,,,Ciment Fondue EC + Additives,,,,,241,,,,,Ciment Fondue EC + Additives,,Ciment Fondue EC + Additives,,399,,,""
410,400,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,GCA-2,"",0,,,0,1,,412,,,,,GCA-2,,,1.00,275,,,,,,GCA-2 Gas Migration Control Additive,,,,400,,,""
411,401,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,LDP-C-0418,"",1,,288,0,0,,413,,Preflush/Spacer/Displacement,,1125.00,LDP-C-0418,,2,2.19,,,,,2,,LDP-C-0418 On the Fly Spacer,,,4.35,401,,,""
412,402,1,"0","",2018-09-28 18:10:48,1,2017-09-28 18:10:48,9999-12-31 23:59:59,0,0,LDP-C-0518,"",0,,,0,1,,414,,,,,LDP-C-0518,,,1.00,276,,,,,,LDP-C-0518 Gas Migration Control Additive,,,,402,,,""
413,403,1,"0","",2018-09-28 18:10:49,1,2017-09-28 18:10:49,9999-12-31 23:59:59,0,0,Silica Density Control Additive,"",0,,,0,1,,415,,,,,Silica Density Control Additive,,,1.00,277,,,,,,Silica Density Control Additive,,,,403,,,""
414,404,1,"0","",2018-09-28 18:10:49,1,2017-09-28 18:10:49,9999-12-31 23:59:59,0,0,ACW-4,"",0,,,0,1,ACW-4,416,2,,,,ACW-4,,,1.00,12,,,,,,ACW-4 Completion Fluid Corrosion Inhibitor,,,,404,,ACW-4,""
415,405,1,"0","",2018-09-28 18:10:49,1,2017-09-28 18:10:49,9999-12-31 23:59:59,0,0,LDP-C-0718,"",0,,,0,1,,417,,,,,LDP-C-0718,,,1.00,278,,,,,,LDP-C-0718 - Cement Accelerator,,,,405,,,""
416,406,1,"0","",2018-09-28 18:10:49,1,2017-09-28 18:10:49,9999-12-31 23:59:59,0,0,LDP-C-0618,"",1,244,289,0,0,,418,,Cementing Blend,,1340.00,LDP-C-0618,,1,2.81,,242,,,1,,LDP-C-0618 - Lightweight Cement,,LDP-C-0618,1.90,406,,,"42"
417,407,1,"0","",2018-09-28 18:10:49,1,2017-09-28 18:10:49,9999-12-31 23:59:59,0,0,LDP-C-0618 + Additives,"",0,245,,0,0,,419,,,,,LDP-C-0618 + Additives,,,,,243,,,,,LDP-C-0618 - Lightweight Cement + Adds,,LDP-C-0618 + Additives,,407,,,""
418,408,1,"0","",2018-09-28 18:10:49,1,2017-09-28 18:10:49,9999-12-31 23:59:59,0,0,LDP-C-0418 + Additives,"",0,246,,0,0,,420,,,,,LDP-C-0418 + Additives,,,,,,,,,,LDP-C-0418 + Additives,,,,408,,,""
